memory.used [MiB]
0 MiB
1 MiB
311 MiB
389 MiB
421 MiB
459 MiB
491 MiB
655 MiB
657 MiB
675 MiB
701 MiB
2745 MiB
2747 MiB
2747 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
5529 MiB
659 MiB
0 MiB
0 MiB
0 MiB
0 MiB
